"drug_concept_id","drug_name"
42799711,"gemtuzumab ozogamicin"
916230,"darifenacin"
1360421,"quinidine"
1036252,"sulfacetamide"
1769535,"cefadroxil"
1133732,"butorphanol"
1150836,"terfenadine"
925952,"oxytetracycline"
1708100,"loracarbef"
19003206,"iopromide"
958999,"carbamide peroxide"
42874220,"cobicistat"
40222431,"cabazitaxel"
19054825,"cladribine"
19012585,"asparaginase"
1502826,"nateglinide"
19097824,"clenbuterol"
19060985,"glutamine"
19018403,"racecadotril"
19100985,"panitumumab"
19092433,"ebastine"
19019620,"benzydamine"
702774,"mepivacaine"
19008994,"mebeverine"
19068821,"clotiazepam"
19098741,"levobupivacaine"
992308,"dyclonine"
990069,"chloramphenicol"
1366773,"histrelin"
46221696,"daclatasvir"
46233931,"asunaprevir"
767410,"lithium citrate"
934262,"balsalazide"
19057932,"beractant"
19046654,"piracetam"
19137385,"thiotepa"
19129400,"propinox"
40224159,"alcaftadine"
1746244,"saquinavir"
19021129,"nitrous oxide"
19003570,"parecoxib"
19098548,"tenecteplase"
19019698,"canrenone"
19056611,"drotaverin"
19049350,"ethamsylate"
19029393,"aceclofenac"
19086712,"peppermint oil"
903459,"dolasetron"
19013782,"D-biotin"
1778262,"imipenem"
1750928,"trimetrexate"
19045272,"miglustat"
932815,"levobunolol"
19041813,"thiocolchicoside"
19051096,"cloxazolam"
704053,"methamphetamine"
1543112,"lutropin alfa"
1103374,"valdecoxib"
795113,"chlorzoxazone"
714785,"amphetamine"
994058,"mannitol"
19026739,"pantothenic acid"
1346686,"eprosartan"
19067303,"hemin"
19069425,"nimesulide"
19035856,"distigmine"
1300673,"thrombin"
19026096,"diflucortolone"
19024535,"carbazochrome"
751698,"procaine"
19058092,"gelatin"
19043395,"phosphorus"
19107829,"fenspiride"
19041220,"tenoxicam"
1309161,"mitotane"
19106100,"factor XIII"
35602717,"insulin degludec"
1395573,"chondroitin sulfates"
1319133,"nimodipine"
35606215,"necitumumab"
1151422,"probenecid"
949759,"halobetasol"
40225722,"ulipristal"
19104616,"ethylenediamine"
956266,"flurandrenolide"
1111220,"arformoterol"
19054702,"fibrinogen"
43533015,"ferric hydroxide"
904704,"mepenzolate"
19030751,"alverine"
1560278,"glucagon"
939726,"butamben"
939863,"sodium carbonate"
19064698,"flupirtine"
1543229,"laronidase"
19090761,"regadenoson"
19095002,"chlorprothixene"
1309770,"aldesleukin"
1350040,"amifostine"
731188,"quazepam"
19041746,"tetrazepam"
1711523,"indinavir"
40230597,"ceftaroline"
19059654,"alvimopan"
981774,"adapalene"
1715472,"nelfinavir"
40224095,"sipuleucel-T"
40223464,"citicoline"
911486,"glutamate"
19041910,"tianeptine"
918172,"benzoyl peroxide"
947416,"tazarotene"
959196,"witch hazel"
1724666,"dicloxacillin"
42873635,"lorcaserin"
918222,"oxiconazole"
42899025,"emu oil"
950098,"ciclopirox"
1168079,"magnesium salicylate"
40239665,"belatacept"
700299,"thioridazine"
940864,"econazole"
714684,"nefazodone"
42903808,"oregano leaf oil"
19033909,"phenformin"
1736999,"tipranavir"
915175,"bacitracin"
1836191,"streptomycin"
1750074,"ethionamide"
1784749,"kanamycin"
1502855,"tolbutamide"
19071967,"creatine"
19002230,"hydrotalcite"
19061083,"glutathione"
19002800,"tropisetron"
19050016,"ethiodized oil"
1518198,"norelgestromin"
970011,"sorbitol"
1126128,"diflunisal"
35200202,"mogamulizumab"
40239290,"pimobendan"
938205,"camphor"
1102917,"tolmetin"
19071160,"perflutren"
996625,"fluorescein"
909795,"nepafenac"
42899344,"maltose"
931973,"protease"
1721543,"norfloxacin"
40226208,"pegloticase"
19017585,"netilmicin"
19043959,"acamprosate"
19093225,"pipamperone"
40241969,"brentuximab vedotin"
1326901,"papaverine"
19024365,"ornithine"
19019317,"pantethine"
19028950,"procaterol"
957623,"amlexanox"
943634,"epinastine"
1183554,"isoproterenol"
19010400,"fusidate"
19097481,"cinnarizine"
1592180,"cerivastatin"
44816340,"lutetium"
1389888,"bexarotene"
1713930,"nafcillin"
44785885,"von Willebrand factor"
926770,"papain"
19026180,"digitoxin"
19132906,"canrenoic acid"
950435,"citric acid"
19056756,"tegafur"
42709327,"peginesatide"
19092712,"chlorphenesin"
1394337,"mechlorethamine"
1349025,"estramustine"
19005629,"trimethadione"
1736829,"fosamprenavir"
19021959,"sapropterin"
989727,"dihydroxyaluminum sodium carbonate"
906072,"tropicamide"
928110,"prednicarbate"
1145379,"ergotamine"
42903847,"ethylene glycol"
45775570,"polystyrene sulfonate"
19005918,"borage oil"
991710,"sodium phosphate, dibasic"
535714,"Rho(D) immune globulin"
747306,"taurolidine"
19078126,"sodium polystyrene sulfonate"
978236,"eflornithine"
40163731,"ferumoxytol"
967861,"magnesium citrate"
1379525,"inositol"
1353048,"licorice"
40166616,"nattokinase"
43560392,"ferric carboxymaltose"
922868,"permethrin"
43525773,"ospemifene"
948582,"polymyxin B"
19026733,"chlormadinone"
19005512,"trimebutine"
903893,"emedastine"
19017810,"amsacrine"
43013119,"lomitapide"
901845,"colistin"
19106287,"vitamin K2"
1539954,"phenylbutyrate"
711452,"benzoate"
19006410,"arginine"
46287434,"rolapitant"
720727,"zaleplon"
1776430,"hydrogen peroxide"
42898412,"aluminum"
1741008,"edetic acid"
1329415,"dinoprostone"
19029488,"diosmin"
1508439,"mifepristone"
1714527,"demeclocycline"
19039767,"butobarbital"
19024213,"pholcodine"
1552929,"etidronate"
19018518,"bamifylline"
45775550,"thiosulfate"
19012543,"valrubicin"
1152134,"aurothiomalate"
19111235,"avobenzone"
19018980,"bromopride"
43532539,"vilanterol"
19049909,"potassium iodide"
1352213,"factor VIII"
1763339,"rimantadine"
19126510,"fumarate"
19022596,"diatrizoate"
1300751,"polysaccharide iron complex"
1710446,"cycloserine"
43012918,"polyethylene glycol 1450"
19071236,"lactitol"
977968,"sodium citrate"
731533,"dexmethylphenidate"
1520218,"betaine"
1796435,"cefixime"
19006877,"uracil"
43012198,"carnosine"
40057968,"dorzolamide / timolol Ophthalmic Solution"
954853,"flavoxate"
1036525,"sulfur"
740560,"carbidopa"
1351779,"procarbazine"
19039227,"bromperidol"
19102109,"zotepine"
908126,"vidarabine"
19005147,"methotrimeprazine"
19056614,"Lactobacillus bifidus"
35200803,"dacomitinib"
19046180,"carbon dioxide"
933952,"pheniramine"
1789521,"charcoal"
42800246,"taliglucerase alfa"
1338985,"nesiritide"
958134,"bismuth subcitrate"
19008106,"coumarin"
43013853,"thymine"
19055153,"flumazenil"
19089269,"pirenoxine"
1350066,"carmustine"
19050554,"etretinate"
1536743,"ganirelix"
969276,"crotamiton"
1514412,"nandrolone"
45775020,"ledipasvir"
46274595,"glycerol phenylbutyrate"
19050488,"etomidate"
1586640,"nitisinone"
19004621,"methenolone"
989301,"cetylpyridinium"
19040060,"dydrogesterone"
42898624,"barium"
19009025,"mecobalamin"
929504,"proparacaine"
1123904,"phenyltoloxamine"
1758392,"telbivudine"
19100740,"thymalfasin"
44814525,"elosulfase alfa"
19004578,"cider vinegar"
19090767,"linseed oil"
43560137,"choline fenofibrate"
924151,"pentosan polysulfate"
929128,"propylene glycol"
19069049,"collagen"
916460,"benzalkonium"
1512674,"drospirenone"
1103518,"isometheptene"
19025348,"ixabepilone"
908360,"magaldrate"
45775210,"potassium ascorbate"
1596779,"synthetic conjugated estrogens, A"
19000556,"mefruside"
19120306,"tranilast"
19050375,"ciprofibrate"
1130863,"brompheniramine"
1114122,"nalbuphine"
967496,"lodoxamide"
923840,"dibucaine"
1377898,"iron polysaccharide"
19112518,"adrafinil"
42904177,"perampanel"
19006692,"tyrosine"
19058549,"calcium alginate"
44785829,"dapagliflozin"
1726228,"aminosalicylic acid"
19004539,"lacidipine"
950370,"carteolol"
19123240,"josamycin"
19049059,"potassium aspartate"
45775206,"pirfenidone"
19069075,"hydroquinidine"
42899323,"methanol"
19028106,"isopropyl alcohol"
1139993,"phenylpropanolamine"
19047756,"carbon monoxide"
45892883,"secukinumab"
40239985,"fidaxomicin"
929549,"acetic acid"
794068,"inotuzumab ozogamicin"
1164108,"salicylamide"
703470,"tranylcypromine"
19063297,"thyrotropin alfa"
19035953,"rifapentine"
19060400,"quinacrine"
1389464,"levamisole"
43533099,"grapefruit juice"
19000753,"ferrous glycine sulfate"
948515,"polyethylene glycols"
19126516,"malate"
1773402,"cefoperazone"
981654,"penciclovir"
19071869,"calcium aspartate"
19003107,"invert sugar"
1353011,"dexrazoxane"
1702559,"tinidazole"
1195334,"choline"
19097821,"gliquidone"
1391648,"black cohosh extract"
19051865,"muromonab-CD3"
1036884,"tetracaine"
985247,"aluminum hydroxide"
930916,"diphenoxylate"
966468,"halcinonide"
1150770,"astemizole"
919986,"apraclonidine"
45776867,"Bifidobacterium animalis"
1506602,"methyltestosterone"
19017581,"plerixafor"
19077093,"propiverine"
1389780,"methylsulfonylmethane"
906914,"urea"
19077884,"sodium acetate"
46274210,"ceftaroline fosamil"
19080440,"formalin"
19042445,"tramazoline"
37498969,"isatuximab"
19011685,"roxatidine"
19118265,"succinylated gelatin"
19001579,"vitamin K3"
42899196,"gold"
19026526,"dihydroergocristine"
19036892,"daclizumab"
715727,"tolcapone"
1525278,"estropipate"
19101712,"tropatepine"
19095266,"eprazinone"
1114771,"auranofin"
19048026,"cobamamide"
42903718,"tartrate"
42898952,"coconut oil"
42900448,"olive oil"
19049410,"chloroprocaine"
979096,"zinc acetate"
19037401,"calcium phosphate"
19052736,"proline"
713109,"amoxapine"
19053565,"periciazine"
702685,"mephobarbital"
1319751,"bepridil"
1724703,"oxacillin"
42899779,"serotonin"
19041933,"tibolone"
19043154,"troxerutin"
19011034,"citrate"
1837289,"thiabendazole"
40166461,"pralatrexate"
42903898,"altrenogest"
1738170,"lopinavir"
19051271,"cefotiam"
19080406,"anti-inhibitor coagulant complex"
1352141,"factor VIIa"
743196,"enflurane"
19054991,"helicidine"
42898958,"Crataegus laevigata fruit"
1036636,"suprofen"
19010961,"arsenic"
19069131,"ioversol"
1319193,"gefitinib"
19068839,"hexetidine"
739363,"sibutramine"
1394027,"manganese"
766067,"secobarbital"
37003458,"hydroquinine"
19055492,"Capsicum oleoresin"
19001014,"nadroparin"
19018511,"artesunate"
1141018,"carbinoxamine"
19097468,"gadopentetate dimeglumine"
19089496,"gadoversetamide"
19007652,"gadobenate"
19097463,"gadoteridol"
40231628,"tesamorelin"
19125750,"chromium polynicotinate"
19105879,"ajmaline"
19059528,"alfentanil"
19054915,"aldioxa"
908730,"magnesium trisilicate"
40172153,"collagenase Clostridium histolyticum"
705219,"hylan G-F 20"
1340532,"succinic acid"
19091830,"lofepramine"
1798476,"clofazimine"
937791,"bismuth subsalicylate"
19030059,"alginic acid"
987406,"ethacrynate"
19004724,"methionine"
19012686,"aspartic acid"
40168938,"ecallantide"
1400498,"iron carbonyl"
1727443,"paromomycin"
19136028,"Saccharomyces cerevisiae"
960900,"aloe extract"
19016063,"dequalinium"
40161662,"besifloxacin"
914053,"naftifine"
980478,"inulin"
1308185,"lycopene"
19011061,"glucomannan"
702006,"technetium"
1360890,"Spirulina"
19020068,"nitric oxide"
44816294,"apremilast"
733896,"phenelzine"
19102107,"zofenopril"
42801108,"protein C"
42903913,"latex"
704984,"trifluoperazine"
19035396,"reproterol"
45775566,"gadopentetate"
984801,"kaolin"
35605804,"cobimetinib"
906149,"trypsin"
1597235,"follitropin beta"
19003303,"metaraminol"
1319880,"nisoldipine"
19092358,"lynestrenol"
19042778,"triflusal"
19086622,"dapiprazole"
906874,"oxyquinoline"
1436169,"antithrombin III"
938061,"selenium sulfide"
19070174,"cefamandole"
19049437,"chloropyramine"
1594003,"midostaurin"
1521592,"norgestrel"
19087208,"lactose"
19000815,"strontium"
1790692,"lincomycin"
42900442,"norflurane"
19052682,"meclofenoxate"
19068419,"glycyrrhizic acid"
19056157,"levomenthol"
1759185,"sesamin"
19066747,"halothane"
19000921,"sulthiame"
19086788,"potassium bitartrate"
40239116,"ferrous bisglycinate"
19013986,"magnesium acetate"
19010871,"tuberculin"
1362225,"reserpine"
996541,"fluocinolone"
746304,"Atlantic salmon oil"
42900536,"thallium"
19100414,"strontium chloride"
19035533,"benfluorex"
44816338,"yttrium"
19069046,"omacetaxine mepesuccinate"
19018352,"nicergoline"
19061907,"cortivazol"
40175900,"polidocanol"
19080985,"iohexol"
1327978,"penbutolol"
19113026,"Haemophilus influenzae type b"
1745072,"cidofovir"
19135812,"prothionamide"
935529,"benoxinate"
1180182,"meclofenamate"
19049709,"lornoxicam"
19122131,"potassium chlorate"
19008012,"tiapride"
1000995,"coal tar"
19093366,"pirarubicin"
932196,"cisapride"
943030,"phosphoric acid"
19025198,"pinaverium"
19005257,"methoxyflurane"
738152,"doxapram"
19032614,"acetone"
19066992,"silymarin"
1593331,"etelcalcetide"
1363516,"5-hydroxytryptophan"
19042692,"triclofos"
40231459,"panthenol"
35604767,"methylephedrine"
19059506,"ethenzamide"
19136048,"sodium"
42629079,"atezolizumab"
19135804,"propolis"
1713905,"doripenem"
1314955,"bilberry extract"
1355509,"floxuridine"
44785020,"factor VII"
19042545,"treosulfan"
19049816,"oxtriphylline"
1125449,"pirbuterol"
19037223,"beta carotene"
1715315,"nitazoxanide"
42800204,"lucinactant"
1759270,"pyrantel"
1724827,"zalcitabine"
1789428,"amprenavir"
916282,"olsalazine"
19020092,"bunazosin"
19080959,"nordazepam"
43012518,"bedaquiline"
19045581,"cifenline"
19060896,"magnesium amino acid chelate"
19087317,"lanolin"
745790,"pimozide"
19095462,"vinpocetine"
1511251,"romosozumab"
19053540,"iobitridol"
1525340,"iomeprol"
1525866,"diethylstilbestrol"
1398573,"plant stanol ester"
19010652,"moclobemide"
1437379,"thioguanine"
19070012,"sodium tetradecyl sulfate"
19063981,"rutin"
44506794,"bazedoxifene"
1525741,"oxymetholone"
19028050,"penicillamine"
19024197,"ornidazole"
19001305,"diloxanide"
35201862,"cloperastine"
19092353,"lymecycline"
19131064,"sodium stibogluconate"
1836241,"sulbactam"
538530,"Candida albicans"
19046291,"piperazine"
19006186,"tryptophan"
951237,"antazoline"
19058274,"purified protein derivative of tuberculin"
44507693,"luliconazole"
19009365,"methoxyphenamine"
42900474,"interleukin-11"
40224705,"autologous cultured chondrocytes"
19070680,"cefatrizine"
19071314,"oxatomide"
1147878,"zileuton"
19039639,"buflomedil"
44814542,"droxidopa"
19020477,"nitrogen"
916751,"lindane"
19078424,"terizidone"
44507733,"oxalate"
19027308,"potassium hydroxide"
904250,"methazolamide"
46275300,"brexpiprazole"
19050907,"cloprednol"
700465,"thiothixene"
19014035,"nafronyl"
19026710,"capreomycin"
936429,"efalizumab"
1359143,"cinnamon bark"
19023846,"dibenzepin"
19000498,"mefloquine"
19058933,"erdosteine"
40166675,"telavancin"
1356461,"flutamide"
19057483,"aclarubicin"
1836410,"sulfadoxine"
43014259,"valerate"
19051444,"cicletanine"
19095561,"etofenamate"
19054936,"floxacillin"
952045,"amphotericin"
46275719,"sacubitril"
1755112,"flucytosine"
19006969,"aprindine"
1592567,"fumagillin"
19003201,"iodixanol"
1158632,"methscopolamine"
1397059,"valerian root extract"
1140088,"dyphylline"
915391,"octinoxate"
19096743,"bee pollen"
1036425,"sulfamethizole"
19004295,"thiamylal"
19008374,"tea tree oil"
19097664,"citrulline"
794147,"maprotiline"
1740226,"cadexomer iodine"
1797258,"cilastatin"
730729,"pentobarbital"
19069873,"sodium iodide"
19129638,"orotic acid"
19068830,"ibritumomab tiuxetan"
1145637,"capmatinib"
1515774,"norgestimate"
19024904,"oxprenolol"
953391,"propantheline"
19003568,"isopropyl myristate"
907553,"levocabastine"
1140123,"acrivastine"
977949,"ichthammol"
1352890,"dextran"
19006764,"Bifidobacterium bifidum"
1593397,"crisaborole"
1103137,"iodinated glycerol"
966376,"allantoin"
922191,"pectin"
19019122,"dextran 40"
19068397,"allylestrenol"
19015464,"nitroxoline"
19112533,"pumpkin seed oil"
1366549,"celery seed oil"
19009676,"molgramostim"
42898318,"aspartame"
45892833,"sulfur hexafluoride"
42904288,"glycyrrhizinate"
19122259,"iproniazid"
42900451,"orange oil"
19069103,"ifenprodil"
951980,"sacrosidase"
19011415,"brown mixture"
19011339,"mosapride"
1702911,"telithromycin"
905518,"methylene blue"
19015144,"nifuroxazide"
19025138,"bismuth"
19119253,"terlipressin"
19018192,"chloride ion"
911638,"glycolate"
42898933,"defibrotide"
1036667,"talc"
19011031,"pregnenolone"
19055183,"flunarizine"
1391889,"Ginkgo biloba extract"
905273,"methyclothiazide"
45774751,"empagliflozin"
1335539,"phentolamine"
19076414,"potassium acetate"
927194,"dihydroxyacetone"
19016440,"benperidol"
1789515,"quinupristin"
1636145,"stanozolol"
1593619,"naldemedine"
43014123,"medronate"
19028945,"pridinol"
45892554,"paritaprevir"
45892558,"dasabuvir"
45892552,"ombitasvir"
45775208,"levomefolate"
19000726,"thymol"
19125628,"aminopyrine"
44785066,"sucroferric oxyhydroxide"
19069137,"bemiparin"
19113045,"heparinoids"
19038536,"raltitrexed"
19069760,"sodium hydroxide"
19091804,"magnesium sulfate heptahydrate"
42904167,"rice bran"
19089810,"gonadorelin"
42898944,"cobalt"
19003010,"meptazinol"
19007490,"metyrapone"
1747157,"delavirdine"
1559930,"binimetinib"
19115055,"sennoside B"
19060831,"anise oil"
1337159,"calcium glycerophosphate"
529411,"tetanus toxoid vaccine, inactivated"
1781314,"interferon alfacon-1"
35604402,"hemp"
42904275,"cranberry juice"
35604848,"selexipag"
19018546,"benzophenone"
19102231,"thymopentin"
991003,"retapamulin"
957393,"aluminum chloride"
35606695,"isavuconazole"
19023184,"clove oil"
942799,"trimethobenzamide"
19101402,"arbekacin"
543291,"varicella-zoster immune globulin"
19122130,"brivudine"
45775116,"olodaterol"
19010955,"cysteine"
42899788,"shea butter"
42898651,"batilol"
1786842,"cephradine"
950933,"castor oil"
793844,"pibrentasvir"
19098505,"Ginkgo biloba leaf extract"
1305496,"methyldopate"
19019023,"niflumic acid"
42904233,"polyethylene glycol 4500"
938362,"pemirolast"
1707800,"lomefloxacin"
19027339,"potassium perchlorate"
1366237,"guanabenz"
922976,"Peruvian balsam"
19017067,"tirofiban"
969004,"hexylresorcinol"
912803,"verteporfin"
942028,"tioconazole"
19102150,"carglumic acid"
913440,"nabilone"
759401,"methsuximide"
1789517,"dalfopristin"
1356018,"prucalopride"
739711,"acetamide"
1319219,"calcium ascorbate"
1335301,"phenoxybenzamine"
1502877,"mecasermin"
19017074,"deslanoside"
19020994,"nitroprusside"
19097867,"calcium glubionate"
1351461,"procainamide"
19007701,"mezlocillin"
43532236,"aceglutamide"
794229,"mazindol"
19055982,"flupenthixol"
19066865,"silicon dioxide"
916943,"tegaserod"
42900468,"platinum"
19000207,"medrogestone"
941004,"tadenan"
974140,"hydrochloric acid"
19055875,"dihexyverine"
44814585,"metreleptin"
1774932,"cefotetan"
45775636,"meningococcal group B vaccine"
35606631,"mepolizumab"
19071966,"adenine"
1337331,"apple cider vinegar"
19077117,"hetastarch"
1114620,"nedocromil"
1508241,"policosanol"
42900366,"cetostearyl alcohol"
992127,"loteprednol"
44506754,"lixisenatide"
915392,"natamycin"
19055344,"fluocortolone"
19055156,"flumethasone"
1319156,"dextran 70"
1716721,"gemifloxacin"
19095744,"ferric ammonium citrate"
19025698,"diethylcarbamazine"
42898757,"chamomile flower oil"
19067073,"helium"
19050419,"etilefrine"
19113035,"hematoporphyrin"
19029421,"dinoprost"
1524769,"oxandrolone"
781705,"isocarboxazid"
42899139,"Hypericum extract"
1743222,"enoxacin"
40167569,"peramivir"
1590418,"thyroid, porcine"
35602783,"factor IX complex"
990760,"lipase"
43013539,"captan"
19081195,"buclizine"
19038562,"palifermin"
1593457,"ocrelizumab"
45776202,"ferric citrate"
19086759,"cephalothin"
19082306,"isoleucine"
19088571,"leucine"
19007572,"valine"
44818489,"ramucirumab"
732309,"pergolide"
19033280,"buserelin"
1309323,"cyclandelate"
1342001,"enalaprilat"
42874212,"elvitegravir"
904351,"aminolevulinic acid"
725822,"diethylpropion"
19011028,"mucopolysaccharide polysulfate"
19036638,"royal jelly"
1306905,"passion flower extract"
19009057,"menadiol"
44818466,"ceritinib"
951112,"cocoa butter"
19036391,"deracoxib"
19039762,"butamirate"
19103483,"ethacridine"
44506753,"lipegfilgrastim"
19000729,"aprotinin"
42900525,"ferric oxide"
1727468,"pralidoxime"
19136750,"teniposide"
19023450,"rilonacept"
1510913,"siponimod"
940183,"carbachol"
980955,"docosanol"
44818464,"zolazepam"
45775760,"suvorexant"
19135788,"potassium permanganate"
43526455,"calcium bicarbonate"
42898675,"Bacillus subtilis"
1300153,"racepinephrine"
962398,"glycine"
19056805,"grape seed"
19033934,"phenindione"
19038433,"bone meal"
19009054,"meglumine ioxithalamate"
1740546,"carbenicillin"
19022446,"pentaerythritol"
1836503,"sulfisoxazole"
1146278,"levamlodipine"
928006,"iodoquinol"
19031224,"pentostatin"
19063605,"pegaptanib"
1507558,"nafarelin"
939134,"sertaconazole"
45892579,"olaparib"
19099129,"clonixin"
43531995,"lactoferrin"
19010496,"xylitol"
19017390,"indigotindisulfonate"
19054931,"floctafenine"
19026448,"dihydralazine"
19076714,"dibasic potassium phosphate"
42898711,"chlorine"
42709319,"glucarpidase"
905223,"methoxsalen"
19064089,"safflower oil"
19067803,"sincalide"
44785907,"umeclidinium"
928980,"dimethyl sulfoxide"
1756822,"furazolidone"
19058613,"isopropamide"
950882,"clocortolone"
1592911,"ribociclib"
19011097,"propionate"
19008361,"tacalcitol"
19087223,"cresol"
19052683,"cephaloridine"
35603983,"reslizumab"
977421,"rimexolone"
1396423,"alpelisib"
19011069,"asparagine"
787362,"ambenonium"
1510467,"erenumab"
19136066,"somatostatin"
19051463,"probucol"
35605425,"lesinurad"
35604205,"venetoclax"
19047071,"pivampicillin"
1515417,"urofollitropin"
37497669,"crocin"
19046625,"pipobroman"
19080375,"piperidolate"
19100760,"titanium dioxide"
19029824,"boron"
1345205,"ergonovine"
19125279,"meglumine"
19018604,"benzylthiouracil"
35605744,"daratumumab"
19030957,"Escherichia coli"
1106740,"methysergide"
963889,"angiotensin II"
19095727,"fenproporex"
42900396,"acai oil"
19037560,"bifonazole"
19036946,"benzyl benzoate"
19091701,"liver extract"
19026450,"anidulafungin"
949459,"chloroxylenol"
19026674,"pancuronium"
793143,"semaglutide"
19024140,"quinagolide"
986517,"cellulose"
44818461,"siltuximab"
42900100,"titanium"
1140640,"carbetapentane"
1549254,"estrone"
19064042,"saccharin"
19136210,"streptozocin"
19049150,"carboprost"
40173184,"levosimendan"
1180412,"Eucalyptus oil"
19071651,"lavender oil"
19135863,"rosemary oil"
19136247,"sucrose"
1153928,"fenoprofen"
1594973,"chlorpropamide"
947705,"podofilox"
19056447,"fluprednidene"
1598658,"clofibrate"
19101597,"trimethylphloroglucinol"
19054876,"dienogest"
42800040,"avanafil"
766337,"guanidine"
922024,"paregoric"
1768734,"hexachlorophene"
45774639,"vedolizumab"
1592565,"alfatradiol"
19002662,"mephenesin"
19034275,"bambuterol"
19048037,"lumefantrine"
43560324,"dalotuzumab"
19029079,"promestriene"
19100417,"sulbutiamine"
779984,"vonoprazan"
1301597,"futibatinib"
792993,"benralizumab"
1105889,"triprolidine"
19059441,"etifoxine"
727835,"pemoline"
905078,"trifluridine"
19071991,"magnesium phosphate"
19080523,"silicon dioxide, colloidal"
939976,"sodium sulfate"
723344,"phendimetrazine"
1159811,"pyrilamine"
19052317,"proflavine"
19039029,"brilliant green"
19088223,"amdinocillin pivoxil"
19001599,"hexamidine"
19050633,"sertindole"
19092139,"lepirudin"
19125106,"medazepam"
19050863,"clobutinol"
19099181,"clopamide"
19018661,"bornaprine"
929698,"boric acid"
36026750,"tivozanib"
1036094,"stannous fluoride"
919681,"benzyl alcohol"
19100313,"salicin"
940535,"sulconazole"
19042575,"tribenoside"
19103699,"gadodiamide"
1763779,"griseofulvin"
19004969,"trientine"
19021930,"noscapine"
19014213,"potassium lactate"
19008864,"malic acid"
1380341,"chitosan"
956691,"fructose"
44816310,"miltefosine"
19095729,"fenticonazole"
19014158,"nalmefene"
19029108,"propamidine"
19012197,"berberine"
1000979,"guar gum"
46287466,"evolocumab"
779569,"Bacillus clausii"
793242,"papaya extract"
19001904,"cefpirome"
19068433,"heptaminol"
19134009,"pirinitramide"
19001308,"oxerutins"
42899398,"medium chain triglycerides"
793846,"neratinib"
1560045,"matrine"
42899780,"sesame oil"
1314928,"ginger root"
19056694,"framycetin"
19018433,"myrtol"
19003491,"isoconazole"
749727,"ethchlorvynol"
1036059,"antipyrine"
1365720,"samarium"
44784980,"trenbolone"
942494,"chlorophyllin copper complex"
19024227,"methacholine"
1385800,"yohimbine"
43525844,"coconut extract"
45775396,"nintedanib"
19041226,"anethole trithione"
19135789,"potassium sorbate"
927322,"potassium nitrate"
19136187,"streptokinase"
19092061,"zinc citrate"
1368823,"altretamine"
19100411,"stannous chloride"
1355889,"amifampridine"
19078612,"indocyanine green"
19045983,"cinitapride"
43012279,"maltodextrin"
19069019,"histamine"
909959,"alefacept"
19004283,"magnesium malate"
19127547,"calcium citrate malate"
19058494,"epigallocatechin gallate"
19092412,"chlorobutanol"
1123995,"metaproterenol"
529303,"diphtheria toxoid vaccine, inactivated"
19095761,"ferric chloride"
45892075,"palbociclib"
19054693,"olive leaf extract"
19095079,"potassium bromide"
924309,"phenolphthalein"
1036475,"sulfanilamide"
19012922,"amodiaquine"
950792,"clidinium"
45774966,"netupitant"
42903724,"hydroxytyrosol"
944360,"zinc pyrithione"
19072083,"cyclofenil"
980867,"clioquinol"
19097042,"oat bran"
19011018,"zinc orotate"
19035577,"phenylalanine"
45892847,"edoxaban"
937725,"bismuth subgallate"
42899635,"phenethylamine"
19100575,"theanine"
902616,"calamine"
1594034,"durvalumab"
19012224,"copper chloride"
42898867,"cinnamon oil"
19018547,"calcium carbimide"
19052059,"aspartate"
45774435,"dulaglutide"
19110751,"melitracen"
37496558,"istradefylline"
741851,"tremelimumab"
42898385,"amber"
46287389,"uridine triacetate"
44816332,"albiglutide"
19061731,"ferrous chloride"
19001477,"synephrine"
19030847,"amezinium"
19011193,"acetyldigitoxin"
46221433,"lenvatinib"
19033193,"pertussis vaccine"
19044317,"zinc chloride"
19057354,"alglucerase"
45775782,"eliglustat"
19030323,"aloglutamol"
19059741,"phosphatidylserine"
19059477,"ethanolamine"
1750461,"praziquantel"
916802,"benzethonium"
900017,"cascara sagrada"
1559914,"encorafenib"
19095275,"potassium iodate"
44784806,"hypochlorite"
19018910,"cannabinol"
19031583,"gadoxetate"
19042191,"tolrestat"
40168899,"calcium pyruvate"
19015346,"barbital"
712757,"amobarbital"
19056465,"fluspirilene"
19097684,"gestodene"
586491,"cytomegalovirus immune globulin"
19037624,"acetylcholine"
1133993,"azatadine"
19058978,"tricalcium phosphate"
19100773,"tofisopam"
1515249,"troglitazone"
19091239,"domiphen"
1361064,"interleukin-1 alpha"
19006047,"tromethamine"
40173337,"polysorbate 20"
1355795,"glasdegib"
19096710,"chymotrypsin"
997496,"cinoxacin"
44507650,"Monascus purpureus"
42903427,"aldosterone"
19071968,"creatinine"
19101677,"trofosfamide"
19057346,"copper sulfate"
930747,"amcinonide"
1733765,"sparfloxacin"
45775324,"diatrizoic acid"
1318030,"oprelvekin"
19083285,"inosine pranobex"
937712,"phenyl salicylate"
19003946,"ketazolam"
905531,"metipranolol"
19100438,"temocillin"
19078092,"sodium gluconate"
1704758,"triclosan"
19067036,"idebenone"
42900072,"sodium succinate"
37499520,"selumetinib"
19050346,"eucalyptol"
19004160,"methaqualone"
719128,"benzphetamine"
19034281,"phenmetrazine"
904205,"apple pectin"
40230159,"corn starch"
42898681,"chlorogenic acid"
42899124,"human cord blood hematopoietic progenitor cell"
