"outcome_concept_id","pt"
37420480,"Elder abuse"
36718523,"Atonic seizures"
36416674,"Hypercreatininaemia"
36312347,"Blood antidiuretic hormone decreased"
36312305,"Blood corticotrophin decreased"
35506667,"Lymphocytic hypophysitis"
36211455,"Burns first degree"
35305649,"Anal atresia"
35306126,"Bladder agenesis"
35305971,"Caudal regression syndrome"
35306214,"Cloacal exstrophy"
35306215,"Congenital genital malformation"
35305671,"Exomphalos"
35305673,"Gastrointestinal malformation"
35306216,"Genitalia external ambiguous"
35306064,"Spina bifida"
35305987,"Spine malformation"
36718605,"Tethered cord syndrome"
36818814,"High risk pregnancy"
35607155,"Cytomegalovirus chorioretinitis"
37219789,"Bronchial secretion retention"
42889408,"Device physical property issue"
36211315,"Soft tissue injury"
36718240,"Peripheral paralysis"
36009828,"Polymyalgia rheumatica"
36718190,"Chorea"
35506764,"Autoimmune thyroiditis"
36718257,"Parkinsonian crisis"
42889479,"Parkinsonism hyperpyrexia syndrome"
36919030,"Trichotillomania"
36315594,"Creatinine renal clearance abnormal"
42890654,"Sexually inappropriate behaviour"
35808893,"Implant site mass"
37521140,"Plasmapheresis"
36009840,"Scleroderma renal crisis"
35809360,"Therapy responder"
35406361,"Deafness neurosensory"
35104158,"Antiphospholipid syndrome"
42890120,"Mycobacterium test positive"
36718329,"Cerebral disorder"
36312667,"Occult blood"
37420481,"Homicide"
35506451,"Hyperaldosteronism"
37622433,"Peripheral ischaemia"
36919038,"Blunted affect"
35708670,"Retroperitoneal abscess"
36718194,"Akinesia"
36211737,"Postoperative respiratory distress"
35809253,"Product contamination"
35707749,"Abdominal compartment syndrome"
36516971,"Muscle contracture"
37019458,"Calculus bladder"
36617338,"Tumour pain"
35707721,"Pancreatitis necrotising"
36617190,"Acrochordon"
37420469,"Victim of child abuse"
36110256,"Pneumococcal sepsis"
36110066,"Sinusitis bacterial"
36312982,"Coagulation factor V level increased"
36312987,"Coagulation factor VII level increased"
36312997,"Coagulation factor X level increased"
36312719,"Endoscopy upper gastrointestinal tract abnormal"
36313086,"Prothrombin level increased"
35809290,"Product shape issue"
35104830,"Eosinophilic colitis"
35104834,"Eosinophilic oesophagitis"
36313956,"Blood test"
35809161,"Premature ageing"
36312572,"Blood lactate dehydrogenase decreased"
35809199,"Mucosal dryness"
37119524,"Vaginal inflammation"
43054202,"Paget's disease of nipple"
37420486,"Physical assault"
36718044,"Cerebral vasoconstriction"
36311900,"ECG signs of myocardial ischaemia"
42889015,"Systolic dysfunction"
36315061,"Electroencephalogram abnormal"
42890630,"Peritoneovenous shunt"
35506621,"Type 1 diabetes mellitus"
35406402,"Eustachian tube disorder"
36211213,"Brain herniation"
37219932,"Respiration abnormal"
36919189,"Sexual inhibition"
35306051,"Congenital spinal cord anomaly"
35226895,"Cardiac ventricular thrombosis"
37119589,"Penis disorder"
36110360,"Pneumonia cryptococcal"
36918935,"Pressure of speech"
35708748,"Protrusion tongue"
42889573,"Exposure via partner"
36818839,"Pregnancy on oral contraceptive"
35606966,"Eyelid disorder"
36718041,"Cerebral artery stenosis"
36717996,"Cerebral artery thrombosis"
35808779,"Vessel puncture site haematoma"
37622527,"Diastolic hypertension"
35305831,"Porphyria"
36918924,"Distractibility"
36918962,"Dissociation"
37521032,"Inguinal hernia repair"
37119611,"Prostatic calcification"
35909519,"Hepatorenal failure"
42889377,"Device extrusion"
35607082,"Blepharitis"
36416723,"Vitamin B6 deficiency"
37119723,"Uterine mass"
36314635,"Epstein-Barr virus test positive"
35909514,"Asterixis"
36009760,"Anaphylactoid shock"
36416567,"Hypermagnesaemia"
36316185,"Drug level fluctuating"
36718245,"Respiratory paralysis"
35506767,"Thyroiditis"
35506689,"Diabetes insipidus"
37622505,"Aortic dilatation"
36312135,"Gene mutation identification test positive"
42890546,"Limb asymmetry"
36110334,"Candida sepsis"
36211487,"Documented hypersensitivity to administered drug"
43053788,"Mycobacterial peritonitis"
36617326,"Oncologic complication"
37219796,"Asthma exercise induced"
35205082,"Heart valve calcification"
36313659,"Antinuclear antibody increased"
36313680,"Double stranded DNA antibody"
36110529,"Vaginal abscess"
42889506,"Immune reconstitution inflammatory syndrome associated Kaposi's sarcoma"
35205196,"Silent myocardial infarction"
35708295,"Gastrointestinal ulcer haemorrhage"
36617532,"Cervical polyp"
36617557,"Vaginal cyst"
35707600,"Intestinal cyst"
35809332,"Drug tolerance decreased"
36919060,"Antisocial behaviour"
43053814,"Adenocarcinoma gastric"
35708351,"Mesenteric vein thrombosis"
35707855,"Portal hypertensive gastropathy"
35606817,"Flat anterior chamber of eye"
35606893,"Iris disorder"
35606908,"Lens dislocation"
35607460,"Myopia"
36617766,"Pharyngeal cyst"
35708006,"Enterocolitis infectious"
42889899,"Anti-transglutaminase antibody increased"
36211725,"Retained products of conception"
35406390,"Motion sickness"
37520669,"Wrist surgery"
35305663,"Pyloric stenosis"
37622399,"Arterial insufficiency"
35104069,"Deficiency anaemia"
36517010,"Enchondromatosis"
42890498,"Enostosis"
37320340,"Vasoconstriction"
43053772,"Follicular thyroid cancer"
36918953,"Feelings of worthlessness"
36211554,"Device connection issue"
35808879,"Implant site erosion"
35104066,"Anaemia of pregnancy"
36818821,"Twin pregnancy"
36313539,"Bile output abnormal"
35607364,"Maculopathy"
35607375,"Retinal pigment epitheliopathy"
35204957,"Sinus arrest"
35708064,"Duodenitis"
37522236,"Polypectomy"
36313975,"Precancerous cells present"
37520642,"Hip surgery"
37622453,"Aortic thrombosis"
35204968,"Cardiac death"
36315348,"Physical examination"
36818706,"Premature separation of placenta"
37521341,"Biliary tract operation"
35809074,"Chronic fatigue syndrome"
37521321,"Uvulopalatopharyngoplasty"
36315448,"Amino acid level increased"
36919018,"Compulsive shopping"
37019337,"Pyelocaliectasis"
35909425,"Bile duct obstruction"
36313745,"Tumour marker increased"
36315316,"Liver palpable subcostal"
35104859,"Lymphocytosis"
37119600,"Scrotal oedema"
42889373,"Device alarm issue"
36110764,"Bovine tuberculosis"
35909610,"Granulomatous liver disease"
36516727,"Bone development abnormal"
35506574,"Precocious puberty"
35306063,"Rathke's cleft cyst"
37019287,"Glomerulonephritis proliferative"
36818787,"Placenta praevia"
36316031,"Aspiration pleural cavity"
36313485,"Biopsy liver"
37520899,"Eye muscle operation"
35707528,"Metastases to abdominal wall"
37521873,"Skin operation"
37420580,"Poor personal hygiene"
36516889,"Acquired claw toe"
35707936,"Abdominal abscess"
36211645,"Anastomotic complication"
36311937,"Electrocardiogram T wave amplitude decreased"
35506522,"Hyperglycaemic hyperosmolar nonketotic syndrome"
36211698,"Shunt stenosis"
35808808,"Application site infection"
35708193,"Post gastric surgery syndrome"
35506666,"Hypothalamo-pituitary disorder"
36718591,"Radicular pain"
37520829,"Thyroidectomy"
36818759,"Transient tachypnoea of the newborn"
35104171,"Factor VIII inhibition"
36516725,"Bone callus excessive"
37520628,"Open reduction of fracture"
37522199,"Lithotripsy"
37521294,"Nasal septal operation"
36311958,"Exercise electrocardiogram abnormal"
788391,"Liver function test increased"
788117,"Metabolic surgery"
35909432,"Biliary dilatation"
37622524,"Endocrine hypertension"
45885771,"Large intestinal polypectomy"
36718472,"Mononeuritis"
35909439,"Post procedural bile leak"
35708120,"Oesophageal achalasia"
37420537,"Mental disability"
36516855,"Neuromyopathy"
37219888,"Grunting"
36516751,"Osteosclerosis"
36312482,"Thyroxine decreased"
36617460,"Bladder cancer recurrent"
37522238,"Postoperative care"
36314008,"Low density lipoprotein decreased"
37420475,"Child abuse"
36516777,"Fracture malunion"
36516897,"Knee deformity"
35606864,"Corneal opacity"
35607391,"Deposit eye"
35606876,"Keratopathy"
36211153,"Alcohol poisoning"
35708605,"Lip pain"
36313174,"Platelet count"
36818781,"Meconium in amniotic fluid"
37019323,"Uraemia odour"
42890631,"Gastric banding reversal"
35104574,"Adult T-cell lymphoma/leukaemia"
42889264,"Gastrointestinal submucosal tumour"
35205080,"Cardiac valve vegetation"
42890173,"Painful ejaculation"
36110901,"Yellow fever"
36718389,"Aura"
36617541,"Ovarian germ cell teratoma benign"
35506706,"Hypercalcaemia of malignancy"
35104270,"Sickle cell anaemia"
35707694,"Diverticulum intestinal"
788182,"Gastrointestinal bacterial overgrowth"
36315400,"Renin decreased"
36416524,"Abnormal weight gain"
36919005,"Morbid thoughts"
36617293,"Head and neck cancer"
36211332,"Lumbosacral plexus injury"
37119704,"Pelvic haematoma"
35104192,"Bone marrow oedema syndrome"
36416654,"Lipohypertrophy"
36316063,"Bronchoalveolar lavage abnormal"
35909609,"Fatty liver alcoholic"
42889010,"Renal venous congestion"
35809276,"Product dropper issue"
36919125,"Alcoholism"
37521885,"Mole excision"
42889469,"Product origin unknown"
35809306,"Product tampering"
42889473,"Suspected counterfeit product"
36009898,"Lung transplant rejection"
37219823,"Pulmonary granuloma"
37219940,"Dependence on respirator"
35506460,"Adrenal suppression"
35104885,"Neutropenic colitis"
37520950,"Haemorrhoid operation"
36211656,"Graft complication"
36718452,"Motor neurone disease"
788161,"Eosinophilic granulomatosis with polyangiitis"
36109964,"Bacterial disease carrier"
36316019,"Spirometry abnormal"
35305898,"Micrognathia"
37521103,"Ileostomy"
36110554,"Infection susceptibility increased"
37220020,"Nasal mucosal disorder"
35707657,"Dental discomfort"
35606826,"Cataract nuclear"
36718583,"Hypertonic bladder"
35707685,"Gingivitis ulcerative"
37019454,"Urinary tract pain"
35104387,"Eosinophilic leukaemia"
36617303,"Small cell carcinoma"
36009865,"Pulmonary amyloidosis"
35305415,"Cerebral arteriovenous malformation haemorrhagic"
36312237,"Insulin-like growth factor increased"
42890603,"Male genital examination abnormal"
35305761,"Albinism"
36313817,"Immunoglobulins increased"
36517055,"Leiomyosarcoma"
42889027,"Susac's syndrome"
37019279,"Urinary tract inflammation"
36110657,"Burn infection"
35707527,"Inflammatory pseudotumour"
36919041,"Inappropriate affect"
37119628,"Reproductive tract disorder"
35707810,"Intestinal fistula infection"
43054135,"Nuclear magnetic resonance imaging spinal abnormal"
36211316,"Sports injury"
37622416,"Vasospasm"
35708233,"Obstruction gastric"
36516906,"Intervertebral disc displacement"
35104382,"Lymphocytic leukaemia"
36717968,"Myelitis"
36718534,"Infantile spasms"
37521088,"Pancreatic lesion excision"
37521890,"Skin lesion excision"
37019303,"Renal tubular disorder"
36110977,"Polyomavirus-associated nephropathy"
36110723,"Pyelonephritis acute"
37521170,"Thrombolysis"
36718137,"Tension headache"
36312559,"Angiotensin converting enzyme increased"
35707524,"Abdominal wall neoplasm"
35606880,"Xerophthalmia"
35104122,"Haemorrhagic disorder"
42889192,"Age-related macular degeneration"
36009917,"Vasculitic rash"
37520709,"Breast reconstruction"
37520714,"Mastectomy"
36211207,"Arterial rupture"
35707958,"Gastrointestinal candidiasis"
36516802,"Joint destruction"
36312866,"Coombs direct test positive"
43054192,"Intraductal proliferative breast lesion"
37521355,"Hepatectomy"
35909482,"Complications of transplanted liver"
35909554,"Hepatic artery thrombosis"
37522106,"Abscess drainage"
36110541,"Empyema"
42889650,"Traumatic lung injury"
36211659,"Graft ischaemia"
36718222,"Opisthotonus"
36718212,"Posturing"
35809198,"Mucosal discolouration"
35306124,"Tourette's disorder"
37119733,"Uterine spasm"
36818841,"Pregnancy with contraceptive patch"
37520969,"Gastric banding"
36315087,"NIH stroke scale score increased"
35104196,"Dysglobulinaemia"
35708422,"Colon cancer stage II"
37420492,"Theft"
35909667,"Hepatic cancer stage II"
36516796,"Facet joint syndrome"
35306045,"Muscular dystrophy"
35506673,"Craniopharyngioma"
37522296,"Aortic aneurysm repair"
36416655,"Lipomatosis"
37219918,"Lung hyperinflation"
36617240,"Metastases to the respiratory system"
42889227,"Pancreatic steatosis"
42890811,"Peripheral artery stent insertion"
37219854,"Pleural calcification"
36009870,"Chronic inflammatory demyelinating polyradiculoneuropathy"
42890460,"Acute phosphate nephropathy"
35607374,"Retinal pigment epithelial tear"
36617250,"Benign neoplasm"
36617185,"Breast neoplasm"
35708425,"Colorectal cancer"
35707844,"Oesophageal injury"
42890092,"Streptococcus test positive"
36110712,"Tracheobronchitis"
35406430,"Otitis media acute"
37520853,"Eye operation"
36110888,"Epstein-Barr virus infection"
35909421,"Cholangitis sclerosing"
36516849,"Muscle swelling"
35506525,"Diabetic eye disease"
42889695,"Pulse volume decreased"
37119782,"Vulvovaginal dryness"
37119711,"Endometrial hypertrophy"
37521084,"Pancreas transplant"
35707729,"Pancreas transplant rejection"
35909534,"Hepatic candidiasis"
42890454,"Product used for unknown indication"
35306022,"Osteogenesis imperfecta"
35809006,"Injection site pallor"
36009882,"Jarisch-Herxheimer reaction"
35506799,"Myxoedema coma"
35708683,"Haemorrhagic ascites"
35305882,"Cleft lip"
35305705,"Cleft lip and palate"
36818649,"Foetal-maternal haemorrhage"
35741941,"Tongue movement disturbance"
36818805,"Postpartum haemorrhage"
36818685,"Threatened labour"
43054043,"Endometrial adenocarcinoma"
42889387,"Device battery issue"
35808882,"Implant site extravasation"
35104886,"Neutropenic infection"
36919191,"Excessive masturbation"
42889172,"Periorbital haemorrhage"
35809189,"Soft tissue inflammation"
37019237,"Bladder dilatation"
36718412,"Thermohypoaesthesia"
42889758,"Human chorionic gonadotropin positive"
1199037,"Product dispensing error"
36314045,"Apolipoprotein E abnormal"
36416685,"Amino acid metabolism disorder"
36150314,"Parvovirus B19 infection"
37420381,"Living in residential institution"
43053820,"Appendix cancer"
36918938,"Paramnesia"
36617213,"Pleural mesothelioma"
35306170,"Renal hypoplasia"
35305952,"Syndactyly"
36718391,"Complex regional pain syndrome"
36211644,"Air embolism"
42889630,"Exposure to mould"
35104283,"Paroxysmal nocturnal haemoglobinuria"
36416680,"Metabolic disorder"
42890480,"Diet noncompliance"
36009879,"IgA nephropathy"
35808965,"Injection site cellulitis"
35708405,"Anal cancer stage II"
36718000,"Cerebral haemorrhage neonatal"
35708078,"Necrotising enterocolitis neonatal"
37420550,"Walking disability"
36617305,"Tumour invasion"
36315157,"Intraocular pressure test abnormal"
36416497,"Hypercapnia"
36314423,"Gram stain positive"
36110143,"Pneumonia haemophilus"
43054074,"Hormone-refractory prostate cancer"
35506596,"Polycystic ovaries"
36314465,"Fungal test positive"
36110580,"Wound abscess"
42889410,"Acquired gene mutation"
37119636,"Genital discharge"
36110603,"Sputum purulent"
42889529,"Sphingomonas paucimobilis infection"
36718578,"Lumbar radiculopathy"
42889623,"Pubis fracture"
42890573,"Plantar fascial fibromatosis"
37520918,"Abdominal operation"
37522342,"Haematoma evacuation"
35506617,"Insulin-requiring type 2 diabetes mellitus"
37520627,"Internal fixation of fracture"
37521065,"Oesophageal operation"
36110081,"Wound infection bacterial"
36416544,"Bone metabolism disorder"
37689112,"Claudication of jaw muscles"
35104832,"Eosinophilic fasciitis"
36818648,"Foetal hypokinesia"
35909549,"Budd-Chiari syndrome"
35607198,"Retinal injury"
42890219,"Lower urinary tract symptoms"
42890214,"Pelvic cyst"
35707746,"Pancreatolithiasis"
37119635,"Genital burning sensation"
37119637,"Genital discomfort"
36919176,"Paraphilia"
36211770,"Urinary anastomotic leak"
45885579,"Steatohepatitis"
36718548,"Sleep paralysis"
36919204,"Hypnagogic hallucination"
42889368,"Device computer issue"
35809385,"Haemorrhagic cyst"
37119572,"Chordee"
36009835,"Rheumatoid nodule"
37521953,"General anaesthesia"
42889584,"Dialysis related complication"
36211294,"Electric shock"
36211597,"Medical device site reaction"
36315752,"Residual urine volume increased"
35707664,"Enamel anomaly"
35506783,"Thyroid mass"
35707730,"Pancreatic atrophy"
35809256,"Product contamination physical"
35809073,"Autonomic nervous system imbalance"
35809326,"Drug effect prolonged"
37622485,"Endothelial dysfunction"
36718498,"Neuritis"
36718595,"Radiculopathy"
36718504,"Thoracic outlet syndrome"
36313321,"Band neutrophil percentage decreased"
37219941,"Foreign body aspiration"
37119468,"Breast calcifications"
37219809,"Status asthmaticus"
36009896,"Graft versus host disease in lung"
36110743,"Infected varicose vein"
35506447,"Cushing's syndrome"
35104143,"Factor XII deficiency"
37521383,"Circumcision"
42889131,"Lid sulcus deepened"
36918957,"Tearfulness"
36313041,"Fibrinolysis"
35406349,"Otitis externa"
35104473,"Primary effusion lymphoma"
35809264,"Product label confusion"
36110214,"Serratia infection"
36211158,"Cell-mediated cytotoxicity"
36313664,"Antiphospholipid antibodies positive"
36211210,"Vena cava injury"
36617451,"Urinary bladder polyp"
36211672,"Incision site oedema"
36617753,"Nasal polyps"
35205120,"Dextrocardia"
36516800,"Joint contracture"
36009821,"SLE arthritis"
35305496,"Congenital dermal sinus"
36617723,"Seminoma"
36316167,"Cardioactive drug level increased"
37219948,"Respiratory tract inflammation"
35305744,"Primary immunodeficiency syndrome"
42890521,"Substance use"
37119487,"Breast discomfort"
36918951,"Feeling guilty"
35305548,"Microtia"
36311942,"Electrocardiogram T wave peaked"
35204940,"Nodal rhythm"
36211130,"Forearm fracture"
36314127,"PO2 abnormal"
35607307,"Pupil fixed"
37019312,"Single functional kidney"
36718164,"Dementia with Lewy bodies"
35305494,"Congenital anomaly in offspring"
35305668,"Congenital inguinal hernia"
36312654,"Pancreatic enzymes abnormal"
36617502,"Malignant neoplasm of renal pelvis"
35909428,"Bile duct stone"
36718015,"Ischaemic cerebral infarction"
42890438,"Neuropsychiatric syndrome"
35708646,"Douglas' pouch mass"
36918943,"Depression suicidal"
35909449,"Biliary dyskinesia"
35909681,"Metastases to gallbladder"
35708434,"Metastases to large intestine"
37521085,"Pancreatectomy"
35708135,"Postoperative ileus"
37521034,"Umbilical hernia repair"
35406420,"Middle ear disorder"
36211284,"Animal scratch"
35506645,"Acromegaly"
37119539,"Atrophic vulvovaginitis"
36718519,"Deja vu"
35506646,"Gigantism"
36919181,"Psychosexual disorder"
36818731,"Weight decrease neonatal"
43562982,"Herpes zoster cutaneous disseminated"
35708613,"Gingival blister"
36211402,"Spinal cord injury"
36009803,"Goodpasture's syndrome"
36211596,"Medical device pain"
35506597,"Premature menopause"
37019404,"Stress urinary incontinence"
37521547,"Vertebroplasty"
36918976,"Persecutory delusion"
36818727,"Poor weight gain neonatal"
36311815,"Central venous pressure increased"
35708105,"Gastrointestinal hypomotility"
37119754,"Vulval disorder"
36211293,"Crush syndrome"
37520879,"Iridotomy"
35607022,"Toxic anterior segment syndrome"
36313876,"Biopsy site unspecified abnormal"
35305404,"Eisenmenger's syndrome"
36918853,"Anxiety disorder"
36316030,"Aspiration bronchial"
36110652,"Viraemia"
36818701,"Uterine hypertonus"
36717994,"Cerebral artery embolism"
37119648,"Ejaculation failure"
35809135,"Hypohidrosis"
36416678,"Hypometabolism"
42889105,"Male genital atrophy"
35809099,"Thirst decreased"
35707745,"Pancreatic pseudocyst"
36009911,"Pulmonary vasculitis"
36517097,"Sarcoma"
35607187,"Enophthalmos traumatic"
35606977,"Periorbital fat herniation"
36313103,"Thrombin time prolonged"
37520677,"Foot amputation"
35406382,"Vestibular disorder"
42889654,"Muscle oedema"
36718491,"Axonal neuropathy"
43053877,"Fat tissue decreased"
36416583,"Electrolyte depletion"
35708144,"Faecal volume increased"
35607134,"Oculomucocutaneous syndrome"
42889331,"Instillation site complication"
36009750,"Reaction to preservatives"
42889156,"Eyelid skin dryness"
35808840,"Instillation site pain"
37320133,"Skin tightness"
43053776,"Eyelash hyperpigmentation"
42889164,"Periorbital fat atrophy"
35607089,"Erythema of eyelid"
36315154,"Intraocular pressure fluctuation"
35607091,"Eyelid cyst"
35606915,"Blepharal pigmentation"
35607344,"Optic nerve cupping"
35104111,"Hypoplastic anaemia"
36718557,"Terminal insomnia"
35808876,"Implant site discharge"
35707914,"Gastroenteritis bacterial"
36516901,"Wrist deformity"
36313797,"Blood immunoglobulin E abnormal"
36312390,"Dihydrotestosterone decreased"
36314085,"Anion gap increased"
36316339,"Blood bicarbonate increased"
36316348,"Blood chloride decreased"
36313301,"Red cell distribution width increased"
35506729,"Neuroendocrine carcinoma of the skin"
35607004,"Eyelid bleeding"
35606939,"Trichiasis"
35606895,"Iris hyperpigmentation"
35606925,"Eyelash thickening"
35607120,"Eye infection viral"
36211108,"Ilium fracture"
36110600,"Post procedural pneumonia"
36617389,"Glioblastoma multiforme"
36315569,"Blood creatine decreased"
37219830,"Idiopathic pulmonary fibrosis"
37219806,"Obliterative bronchiolitis"
36718356,"Exaggerated startle response"
37420447,"Breast feeding"
35708281,"Gastric ulcer helicobacter"
35607214,"Intraocular melanoma"
36211287,"Arthropod sting"
36316370,"Blood magnesium abnormal"
36314364,"Vitamin D abnormal"
35909409,"Biliary colic"
35708048,"Pyoderma gangrenosum"
36919201,"Male sexual dysfunction"
35607207,"Superficial injury of eye"
35707783,"Protein-losing gastroenteropathy"
35506593,"Ovarian hyperstimulation syndrome"
35909465,"Hydrocholecystis"
35606990,"Ocular hypertension"
35809213,"Oedema mucosal"
35506569,"Delayed puberty"
37521201,"Tooth repair"
37119603,"Scrotal ulcer"
36211060,"Bone fissure"
36718231,"Locked-in syndrome"
36312492,"Tri-iodothyronine decreased"
36110157,"Leptospirosis"
35205345,"Ventricular dysfunction"
35104860,"Monocytosis"
35708755,"Tongue eruption"
36211709,"Wound decomposition"
36211749,"Recall phenomenon"
37521190,"Dental operation"
37219963,"Upper airway obstruction"
36009722,"Serum sickness"
35809291,"Product size issue"
36211758,"Complications of transplanted kidney"
36312703,"Computerised tomogram abdomen abnormal"
36211658,"Graft haemorrhage"
37019357,"Renal necrosis"
36111044,"Urinary tract infection viral"
35104355,"Acute promyelocytic leukaemia"
36617196,"Haemangioma of skin"
36110198,"Pseudomonal bacteraemia"
36718340,"Neurogenic shock"
36110565,"Peripheral nerve infection"
36315379,"Weight abnormal"
42889030,"Glucocorticoid deficiency"
43562856,"Genital herpes simplex"
35809232,"Breakthrough pain"
42890312,"Antipsychotic drug level decreased"
36818638,"Abortion spontaneous incomplete"
36617301,"Recurrent cancer"
36516947,"Dupuytren's contracture"
35708575,"Palatal disorder"
35305993,"Pectus excavatum"
36110592,"Mediastinal abscess"
36211526,"Deep vein thrombosis postoperative"
35204915,"Long QT syndrome"
35708437,"Rectosigmoid cancer"
35104672,"Hypergammaglobulinaemia benign monoclonal"
36211636,"Pneumocephalus"
36211752,"Subcutaneous emphysema"
36818697,"Labour complication"
35607268,"Binocular eye movement disorder"
35607341,"Optic disc disorder"
36110469,"Perichondritis"
36718350,"Apparent life threatening event"
36315271,"Body temperature fluctuation"
36517008,"Desmoid tumour"
36516995,"Soft tissue necrosis"
36516784,"Neuropathic arthropathy"
35808814,"Application site odour"
36313222,"Haematocrit increased"
37019441,"Pyuria"
36313277,"Red blood cell count increased"
35808829,"Application site ulcer"
35205090,"Mitral valve calcification"
37521493,"Brain tumour operation"
35104713,"Polychromasia"
36312656,"Pancreatic enzymes increased"
37420517,"Denture wearer"
36919225,"Psychogenic pain disorder"
35406394,"Vertigo positional"
36516946,"Dactylitis"
37119700,"Adnexa uteri mass"
36110357,"Disseminated cryptococcosis"
37520630,"Ankle arthroplasty"
36313532,"Aspartate aminotransferase abnormal"
37522130,"Catheter removal"
42889082,"Huntington's disease"
43562937,"Aspergillus infection"
36919065,"Disinhibition"
36919071,"Indifference"
36617886,"Lung cancer metastatic"
35707976,"Taeniasis"
35607111,"Eye infection bacterial"
35808885,"Implant site haemorrhage"
36718241,"Postictal paralysis"
35104109,"Febrile bone marrow aplasia"
35708476,"Lip and/or oral cavity cancer"
37119707,"Endometrial atrophy"
35707895,"Campylobacter gastroenteritis"
42890248,"Penile curvature"
37019262,"Cystitis interstitial"
36316450,"Blood electrolytes decreased"
35708741,"Tongue haemorrhage"
45887158,"Product use in unapproved indication"
36313603,"Transaminases abnormal"
36818678,"Induced labour"
36818702,"Uterine hypotonus"
36316023,"Total lung capacity decreased"
36211682,"Post procedural oedema"
36110404,"Trichosporon infection"
36211326,"Wound complication"
36110762,"Tuberculoid leprosy"
42889341,"Type 1 lepra reaction"
36718181,"Judgement impaired"
36919006,"Obsessive rumination"
37320256,"Varicose ulceration"
36919034,"Cyclothymic disorder"
36009919,"Vasculitis cerebral"
36617895,"Malignant neoplasm of pleura"
36516898,"Limb deformity"
37520614,"Osteotomy"
788712,"Poor quality device used"
36357011,"Philadelphia chromosome positive"
37320240,"Sclerema"
35808932,"Infusion site induration"
35306035,"Benign congenital hypotonia"
35306157,"Congenital renal disorder"
36312885,"Biopsy lymph gland"
42889595,"Atypical mycobacterial pneumonia"
37019242,"Bladder hypertrophy"
35205133,"Hypoplastic left heart syndrome"
35506637,"Hypoglycaemia neonatal"
36818748,"Neonatal respiratory failure"
36617903,"Tracheal cancer"
42890331,"Nasal obstruction"
35808969,"Injection site discharge"
35809024,"Injection site vesicles"
35909528,"Hepatic fibrosis"
36110044,"Incision site cellulitis"
37420427,"Family stress"
37420377,"Homeless"
36009824,"Systemic lupus erythematosus rash"
43054061,"Squamous cell carcinoma of the vagina"
37119710,"Endometrial hyperplasia"
42889241,"Mesenteric haematoma"
36211669,"Incision site erythema"
35607009,"Periorbital haematoma"
36416676,"Hypermetabolism"
35809175,"Hernia obstructive"
42889496,"Graft versus host disease in liver"
36110881,"Pneumonia cytomegaloviral"
36718273,"Hyporeflexia"
35305502,"Foetal malformation"
35305937,"Limb malformation"
36818776,"Umbilical cord vascular disorder"
36211679,"Post procedural fistula"
43053713,"Plasma cell leukaemia"
36312447,"Anti-thyroid antibody positive"
35809394,"Atrophy"
35909564,"Portal hypertension"
35708089,"Proctitis"
35708682,"Bloody peritoneal effluent"
36617704,"Prostate cancer recurrent"
36009843,"Dermatomyositis"
36110024,"Bronchitis bacterial"
35506749,"Calcium deficiency"
37521188,"Dental implantation"
35104693,"Thrombocytopenic purpura"
36312724,"Laparoscopy"
36110523,"Salpingitis"
36110089,"Lyme disease"
36211400,"Spinal cord haemorrhage"
35708099,"Colonic pseudo-obstruction"
36211148,"Accidental poisoning"
42889240,"Intestinal haematoma"
35305691,"Intestinal malrotation"
37520971,"Gastric operation"
36110817,"Cerebral toxoplasmosis"
42890440,"Hyporesponsive to stimuli"
35104835,"Eosinophilic pneumonia"
36110625,"Perineal abscess"
36718294,"Alexia"
36617549,"Benign uterine neoplasm"
36818750,"Cyanosis neonatal"
35708257,"Acquired oesophageal web"
42889085,"Extrarenal pelvis"
36312311,"Blood follicle stimulating hormone increased"
36315812,"Infertility tests abnormal"
36211722,"Premature ovulation"
37019344,"Renal arteriosclerosis"
37019354,"Renal embolism"
36110549,"Infected bites"
35607141,"Neuromyelitis optica"
35306234,"Tracheo-oesophageal fistula"
37119493,"Breast swelling"
35104398,"Myelodysplastic syndrome transformation"
35809141,"Local reaction"
36111020,"Corona virus infection"
35306048,"Brain malformation"
35306250,"Pulmonary malformation"
36617346,"Meningioma benign"
36315286,"Eastern Cooperative Oncology Group performance status"
37019419,"Crystalluria"
36314519,"Culture urine positive"
37622391,"Peripheral artery aneurysm"
37119481,"Nipple disorder"
36718349,"Apnoeic attack"
37119581,"Penile necrosis"
37119585,"Penile swelling"
43562840,"Application site laceration"
36516806,"Ligament laxity"
35305538,"Ear malformation"
36516866,"Hypotonia neonatal"
35506775,"Lid lag"
36211282,"Accident at work"
35809403,"Perforated ulcer"
37521792,"Lung lobectomy"
36316097,"Mediastinoscopy"
36110590,"Lung abscess"
36312156,"Blood corticosterone decreased"
36818711,"Complication of pregnancy"
35204903,"Atrioventricular block complete"
36009920,"Vasculitis necrotising"
36919051,"Premenstrual syndrome"
36718611,"Cerebral ventricle dilatation"
35306086,"Congenital hydrocephalus"
35305593,"Eyelid ptosis congenital"
36918846,"Adjustment disorder"
42888955,"Acute haemorrhagic oedema of infancy"
35708518,"Oesophageal cancer metastatic"
42890069,"Nocardia test positive"
36111050,"Viral rash"
36313699,"Rheumatoid factor positive"
37420482,"Imprisonment"
36416673,"Hypercreatinaemia"
